Ticker, Quantity, Price, Date, Transaction Type
FL, 1, 26.7802, 2020-08-28, BOUGHT
KO, 1, 44.4964, 2020-08-28, BOUGHT
LVMUY, 1, 90.6577, 2020-08-28, BOUGHT
LOGI, 1, 68.9127, 2020-08-28, SOLD
SHOP, 1, 106.705, 2020-08-28, SOLD
CSCO, 2, 38.4367, 2020-08-28, SOLD
ADDYY, 1, 148.93, 2020-08-31, BOUGHT
TGT, 1, 142.304, 2020-08-31, BOUGHT
LOGI, 1, 70.3388, 2020-08-31, BOUGHT
BAMXF, 1, 59.0321, 2020-08-31, BOUGHT
JPM, 1, 93.5984, 2020-08-31, SOLD
PHG, 1, 45.3476, 2020-09-01, BOUGHT
ZI, 1, 39.7, 2020-09-01, BOUGHT
UBSFY, 1, 16.58, 2020-09-01, BOUGHT
POAHY, 1, 5.26883, 2020-09-01, BOUGHT
ADDYY, 2, 145.133, 2020-09-01, SOLD
DAL, 1, 29.9571, 2020-09-01, SOLD
MAR, 1, 100.058, 2020-09-01, SOLD
HLT, 1, 88.9408, 2020-09-01, SOLD
UBER, 2, 33.45, 2020-09-01, SOLD
MMM, 1, 143.19, 2020-09-01, SOLD
FL, 1, 27.0862, 2020-09-01, SOLD
KO, 1, 45.0076, 2020-09-01, SOLD
LVMUY, 1, 90.4273, 2020-09-01, SOLD
CROX, 1, 40.56, 2020-09-02, BOUGHT
ADDYY, 1, 151.414, 2020-09-02, BOUGHT
LUV, 1, 37.7494, 2020-09-02, BOUGHT
MCD, 1, 199.405, 2020-09-02, BOUGHT
HMC, 1, 23.973, 2020-09-03, BOUGHT
CL, 1, 74.1668, 2020-09-03, BOUGHT
HSY, 1, 141.431, 2020-09-03, BOUGHT
UL, 1, 54.7613, 2020-09-03, BOUGHT
PTON, 1, 87.8, 2020-09-03, SOLD
AEO, 2, 12.0292, 2020-09-03, SOLD
PINS, 1, 37.8, 2020-09-03, SOLD
LOGI, 1, 70.8269, 2020-09-03, SOLD
TM, 1, 133, 2020-09-04, BOUGHT
JWN, 1, 15.0521, 2020-09-04, BOUGHT
ADDYY, 1, 152.409, 2020-09-04, SOLD
LUV, 1, 38.3562, 2020-09-04, SOLD
SBUX, 1, 82.0288, 2020-09-04, SOLD
CL, 1, 72.2199, 2020-09-04, SOLD
HSY, 1, 140.619, 2020-09-04, SOLD
MCD, 1, 201.313, 2020-09-04, SOLD
ZI, 2, 33.34, 2020-09-04, SOLD
UBSFY, 1, 15.61, 2020-09-04, SOLD
JNJ, 1, 138.745, 2020-09-08, BOUGHT
PHG, 1, 44.1967, 2020-09-08, BOUGHT
UBSFY, 1, 15.68, 2020-09-08, BOUGHT
HMC, 1, 23.6736, 2020-09-08, SOLD
POAHY, 2, 5.3289, 2020-09-08, SOLD
CROX, 1, 39.57, 2020-09-09, BOUGHT
AMZN, 1, 160.15, 2020-09-09, BOUGHT
AAPL, 1, 115.178, 2020-09-09, BOUGHT
NKE, 1, 109.716, 2020-09-09, BOUGHT
TGT, 1, 138.971, 2020-09-10, BOUGHT
GOOGL, 1, 77.509, 2020-09-10, BOUGHT
SPOT, 1, 260.03, 2020-09-10, BOUGHT
ZM, 1, 400, 2020-09-10, BOUGHT
TSLA, 1, 127.313, 2020-09-11, BOUGHT
NVDA, 1, 124.548, 2020-09-11, BOUGHT
CRM, 1, 250.72, 2020-09-11, BOUGHT
CMG, 1, 1325.27, 2020-09-11, BOUGHT
COST, 1, 325.088, 2020-09-14, BOUGHT
SBUX, 1, 80.7666, 2020-09-14, BOUGHT
HMC, 1, 23.6923, 2020-09-14, BOUGHT
CL, 1, 71.6982, 2020-09-14, BOUGHT
PINS, 1, 37.01, 2020-09-15, BOUGHT
LOGI, 1, 68.4532, 2020-09-15, BOUGHT
SHOP, 1, 93.183, 2020-09-15, BOUGHT
MA, 1, 337.12, 2020-09-15, BOUGHT
TGT, 2, 139.452, 2020-09-15, SOLD
AMZN, 1, 158.999, 2020-09-16, BOUGHT
DIS, 1, 132.17, 2020-09-16, BOUGHT
HSY, 1, 137.19, 2020-09-16, BOUGHT
CMG, 1, 1286.46, 2020-09-16, BOUGHT
CROX, 2, 43.51, 2020-09-16, SOLD
NKE, 1, 114.851, 2020-09-16, SOLD
ZM, 1, 406.274, 2020-09-16, SOLD
NVDA, 1, 129.254, 2020-09-16, SOLD
TM, 1, 133.8, 2020-09-17, BOUGHT
HD, 1, 258.678, 2020-09-17, BOUGHT
UBER, 1, 36.68, 2020-09-17, BOUGHT
V, 1, 198.645, 2020-09-17, BOUGHT
COST, 1, 323.744, 2020-09-17, SOLD
TSLA, 1, 138.533, 2020-09-17, SOLD
SBUX, 1, 81.9911, 2020-09-17, SOLD
CRM, 1, 246.12, 2020-09-17, SOLD
CL, 1, 71.335, 2020-09-17, SOLD
PTON, 1, 85.25, 2020-09-18, BOUGHT
AMZN, 1, 151.587, 2020-09-18, BOUGHT
AAPL, 1, 108.44, 2020-09-18, BOUGHT
GOOGL, 1, 74.415, 2020-09-18, BOUGHT
SPOT, 1, 232, 2020-09-21, BOUGHT
ZM, 1, 434, 2020-09-21, BOUGHT
SHOP, 1, 88.306, 2020-09-21, BOUGHT
SQ, 1, 140.42, 2020-09-21, BOUGHT
UL, 1, 53.7836, 2020-09-21, SOLD
TM, 3, 132.3, 2020-09-21, SOLD
UBER, 1, 35.86, 2020-09-21, SOLD
BAMXF, 2, 59.1746, 2020-09-21, SOLD
CROX, 1, 42.83, 2020-09-22, BOUGHT
AMZN, 1, 151.692, 2020-09-22, BOUGHT
AAPL, 1, 110.679, 2020-09-22, BOUGHT
NKE, 1, 109.794, 2020-09-22, BOUGHT
ADDYY, 1, 162.139, 2020-09-23, BOUGHT
GOOGL, 1, 72.6045, 2020-09-23, BOUGHT
DIS, 1, 127.07, 2020-09-23, BOUGHT
COST, 1, 331.771, 2020-09-23, BOUGHT
NVDA, 1, 120.426, 2020-09-24, BOUGHT
CMG, 1, 1239.49, 2020-09-24, BOUGHT
AMD, 1, 74.54, 2020-09-24, BOUGHT
ADBE, 1, 466.93, 2020-09-24, BOUGHT
PTON, 1, 93.9, 2020-09-24, SOLD
CROX, 1, 42.35, 2020-09-24, SOLD
ADDYY, 1, 158.458, 2020-09-24, SOLD
AMZN, 4, 148.889, 2020-09-24, SOLD
NKE, 1, 122.744, 2020-09-24, SOLD
ZM, 1, 487.01, 2020-09-24, SOLD
COST, 1, 328.911, 2020-09-24, SOLD
LOGI, 1, 68.7314, 2020-09-24, SOLD
GOOGL, 1, 71.2525, 2020-09-25, BOUGHT
AEO, 1, 13.006, 2020-09-25, BOUGHT
TSLA, 1, 131.157, 2020-09-25, BOUGHT
CRM, 1, 237.39, 2020-09-25, BOUGHT
DIS, 1, 125.75, 2020-09-28, BOUGHT
DAL, 1, 30.5359, 2020-09-28, BOUGHT
LUV, 1, 37.26, 2020-09-28, BOUGHT
SBUX, 1, 80.55, 2020-09-28, BOUGHT
HMC, 1, 22.0462, 2020-09-29, BOUGHT
CL, 1, 71.4188, 2020-09-29, BOUGHT
HSY, 1, 134.404, 2020-09-29, BOUGHT
AXP, 1, 94.9418, 2020-09-29, BOUGHT
AAPL, 3, 112.516, 2020-09-29, SOLD
GOOGL, 4, 73.1955, 2020-09-29, SOLD
SPOT, 2, 237.39, 2020-09-29, SOLD
MA, 1, 331.179, 2020-09-30, BOUGHT
JPM, 1, 87.3934, 2020-09-30, BOUGHT
HLT, 1, 86.9736, 2020-09-30, BOUGHT
PG, 1, 128.347, 2020-09-30, BOUGHT
DAL, 1, 30.925, 2020-09-30, SOLD
AEO, 1, 13.1549, 2020-09-30, SOLD
PINS, 1, 40.72, 2020-09-30, SOLD
CROX, 1, 43.1, 2020-10-01, BOUGHT
ZM, 1, 477, 2020-10-01, BOUGHT
CSCO, 1, 35.9928, 2020-10-01, BOUGHT
JNJ, 1, 137.877, 2020-10-01, BOUGHT
LUV, 1, 37.1524, 2020-10-01, SOLD
SHOP, 2, 103.063, 2020-10-01, SOLD
PHG, 1, 44.1307, 2020-10-02, BOUGHT
MSFT, 1, 202.441, 2020-10-02, BOUGHT
V, 1, 195.854, 2020-10-02, BOUGHT
LVMUY, 1, 90.3313, 2020-10-02, BOUGHT
TSLA, 1, 140.463, 2020-10-02, SOLD
SBUX, 1, 80.2015, 2020-10-02, SOLD
NVDA, 1, 131.925, 2020-10-02, SOLD
CRM, 1, 249.75, 2020-10-02, SOLD
CL, 1, 71.3443, 2020-10-02, SOLD
AMD, 1, 82.58, 2020-10-02, SOLD
MA, 2, 332.723, 2020-10-02, SOLD
ADBE, 1, 487.99, 2020-10-02, SOLD
HD, 1, 255.913, 2020-10-02, SOLD
ADDYY, 1, 157.066, 2020-10-05, BOUGHT
AAPL, 1, 111.888, 2020-10-05, BOUGHT
GOOGL, 1, 73.1325, 2020-10-05, BOUGHT
DIS, 1, 123.26, 2020-10-05, BOUGHT
HSY, 2, 135.235, 2020-10-05, SOLD
DAL, 1, 32.5616, 2020-10-06, BOUGHT
LUV, 1, 38.1409, 2020-10-06, BOUGHT
SBUX, 1, 83.4981, 2020-10-06, BOUGHT
CMG, 1, 1252.48, 2020-10-06, BOUGHT
ZM, 1, 480.51, 2020-10-06, SOLD
CSCO, 1, 35.8823, 2020-10-07, BOUGHT
MAR, 1, 96.8636, 2020-10-07, BOUGHT
TM, 1, 132.68, 2020-10-07, BOUGHT
HLT, 1, 89.825, 2020-10-07, BOUGHT
DAL, 1, 32.1525, 2020-10-07, SOLD
LUV, 1, 37.1915, 2020-10-07, SOLD
SBUX, 1, 82.7163, 2020-10-07, SOLD
AMZN, 1, 161.249, 2020-10-08, BOUGHT
GOOGL, 1, 73.2725, 2020-10-08, BOUGHT
DIS, 1, 123.58, 2020-10-08, BOUGHT
TSLA, 1, 146.147, 2020-10-08, BOUGHT
ADDYY, 1, 158.052, 2020-10-08, SOLD
HMC, 2, 23.2422, 2020-10-08, SOLD
JNJ, 1, 138.191, 2020-10-09, BOUGHT
MMM, 1, 149.115, 2020-10-09, BOUGHT
KO, 1, 46.6233, 2020-10-09, BOUGHT
ZI, 1, 43.8, 2020-10-09, BOUGHT
CROX, 1, 47.45, 2020-10-09, SOLD
AMZN, 1, 160.5, 2020-10-09, SOLD
AAPL, 1, 113.233, 2020-10-09, SOLD
TM, 1, 132.22, 2020-10-09, SOLD
NFLX, 1, 548.81, 2020-10-12, BOUGHT
POAHY, 1, 5.27799, 2020-10-12, BOUGHT
CSCO, 2, 36.7568, 2020-10-12, SOLD
JPM, 1, 93.5234, 2020-10-12, SOLD
MAR, 1, 98.0665, 2020-10-12, SOLD
HLT, 2, 90.8484, 2020-10-12, SOLD
ZI, 1, 42.7, 2020-10-12, SOLD
NFLX, 1, 540.56, 2020-10-13, BOUGHT
POAHY, 1, 5.21515, 2020-10-13, BOUGHT
CMG, 4, 1282.29, 2020-10-13, SOLD
AXP, 1, 102.242, 2020-10-13, SOLD
JNJ, 3, 137.59, 2020-10-13, SOLD
MMM, 1, 148.603, 2020-10-13, SOLD
PHG, 3, 45.4891, 2020-10-13, SOLD
V, 2, 199.164, 2020-10-13, SOLD
LVMUY, 1, 93.7875, 2020-10-13, SOLD
UBSFY, 1, 19.34, 2020-10-13, SOLD
NFLX, 2, 540.56, 2020-10-13, SOLD
SQ, 1, 186.81, 2020-10-13, SOLD
NKE, 1, 125.743, 2020-10-14, BOUGHT
AEO, 1, 14.1782, 2020-10-14, BOUGHT
GOOGL, 2, 78.73, 2020-10-14, SOLD
DIS, 5, 129.14, 2020-10-14, SOLD
KO, 1, 46.0528, 2020-10-14, SOLD
NKE, 1, 122.782, 2020-10-15, BOUGHT
AEO, 1, 13.7782, 2020-10-15, BOUGHT
PG, 1, 132.899, 2020-10-15, SOLD
MSFT, 1, 211.298, 2020-10-15, SOLD
ADDYY, 1, 162.69, 2020-10-16, BOUGHT
NKE, 1, 125.724, 2020-10-16, BOUGHT
TGT, 1, 156.211, 2020-10-16, BOUGHT
DAL, 1, 31.3342, 2020-10-16, BOUGHT

--- Summary ---
Elapsed Days: 200
Total Profit/Loss: 1119.50
